id,utterance,utterance_language,intent,intent_category,agent,commodity_canonical,quantity,unit,counterparty,location,requires_context,difficulty,source
SEED-dl_eval-004,Analyze onion sale deal at 1800 per quintal,en,deal_evaluate,Deal,trade_advisor_agent,Onion,,,,,false,simple,seed_english
SEED-dl_eval-005,Should I sell groundnut at 6100 in Ahmedabad?,en,deal_evaluate,Deal,trade_advisor_agent,Groundnut,,,,Ahmedabad,false,simple,seed_english
SEED-dl_eval-006,Evaluate chickpea buy offer at 5200 in Pune,en,deal_evaluate,Deal,trade_advisor_agent,Chickpea,,,,Pune,false,compound,seed_english
SEED-dl_eval-007,Is the mustard deal at 5400 profitable?,en,deal_evaluate,Deal,trade_advisor_agent,Mustard,,,,,false,simple,seed_english
SEED-dl_nego-001,What is the recommended negotiation range for soybean with Nagpur Mills?,en,deal_negotiation_range,Deal,trade_advisor_agent,Soybean,,,Nagpur Mills,,false,compound,seed_english
SEED-dl_nego-002,Suggest bargaining price limits for cotton with Bharat Agro,en,deal_negotiation_range,Deal,trade_advisor_agent,Cotton,,,Bharat Agro,,false,ambiguous,seed_english
SEED-dl_nego-003,Negotiation price range for wheat with Ramesh,en,deal_negotiation_range,Deal,trade_advisor_agent,Wheat,,,Ramesh,,false,compound,seed_english
SEED-dl_nego-004,What negotiation buffer should I use for onion with Akola Traders?,en,deal_negotiation_range,Deal,trade_advisor_agent,Onion,,,Akola Traders,,false,compound,seed_english
SEED-dl_nego-005,Provide price negotiation range for chickpea,en,deal_negotiation_range,Deal,trade_advisor_agent,Chickpea,,,,,false,compound,seed_english
SEED-dl_nego-006,Bargaining spread for mustard with Suresh Farms,en,deal_negotiation_range,Deal,trade_advisor_agent,Mustard,,,Suresh Farms,,false,ambiguous,seed_english
SEED-dl_nego-007,Negotiation limits for groundnut deal,en,deal_negotiation_range,Deal,trade_advisor_agent,Groundnut,,,,,false,compound,seed_english
SEED-ctx_grt-001,"Hello Lucy, how can you help me today?",en,greeting,Context,lucy_orchestrator,,,,,,false,simple,seed_english
SEED-ctx_grt-002,Hi there,en,greeting,Context,lucy_orchestrator,,,,,,false,simple,seed_english
SEED-ctx_grt-003,Good morning,en,greeting,Context,lucy_orchestrator,,,,,,false,ambiguous,seed_english
SEED-ctx_grt-004,Hey,en,greeting,Context,lucy_orchestrator,,,,,,false,simple,seed_english
SEED-ctx_grt-005,Are you there?,en,greeting,Context,lucy_orchestrator,,,,,,false,simple,seed_english
SEED-ctx_grt-006,Hello,en,greeting,Context,lucy_orchestrator,,,,,,false,simple,seed_english
SEED-ctx_grt-007,Greetings,en,greeting,Context,lucy_orchestrator,,,,,,false,simple,seed_english
SEED-ctx_sum-001,Give me a summary of our chat session,en,session_summary_request,Context,lucy_orchestrator,,,,,,true,simple,seed_english
SEED-ctx_sum-002,What did we decide today?,en,session_summary_request,Context,lucy_orchestrator,,,,,,true,simple,seed_english
SEED-ctx_sum-003,Summarize our conversation so far,en,session_summary_request,Context,lucy_orchestrator,,,,,,true,simple,seed_english
SEED-ctx_sum-004,What were the key takeaways from this session?,en,session_summary_request,Context,lucy_orchestrator,,,,,,true,simple,seed_english
SEED-ctx_sum-005,Provide a session recap,en,session_summary_request,Context,lucy_orchestrator,,,,,,true,simple,seed_english
SEED-ctx_sum-006,List the actions we agreed on,en,session_summary_request,Context,lucy_orchestrator,,,,,,true,simple,seed_english
SEED-ctx_sum-007,Show session summary,en,session_summary_request,Context,lucy_orchestrator,,,,,,true,simple,seed_english
SEED-ctx_alias-001,"Chana actually refers to Chickpea, please correct it",en,alias_correction,Context,commodity_agent,Chickpea,,,,,false,ambiguous,seed_english
SEED-ctx_alias-002,"When I say sarso, I mean Mustard",en,alias_correction,Context,commodity_agent,Mustard,,,,,false,simple,seed_english
SEED-ctx_alias-003,"Gehun means Wheat, update the mapping",en,alias_correction,Context,commodity_agent,Wheat,,,,,false,simple,seed_english
SEED-ctx_alias-004,Update alias: pyaz is Onion,en,alias_correction,Context,commodity_agent,Onion,,,,,false,simple,seed_english
SEED-ctx_alias-005,"Kapas is Kapas cotton, associate it with Cotton",en,alias_correction,Context,commodity_agent,Cotton,,,,,false,simple,seed_english
SEED-ctx_alias-006,Soyabean is Soybean,en,alias_correction,Context,commodity_agent,Soybean,,,,,false,simple,seed_english
SEED-ctx_alias-007,Moong should map to Mung Bean,en,alias_correction,Context,commodity_agent,Mung Bean,,,,,false,simple,seed_english
